ServingCell_RSRP,ServingCell_RSRQ,ServingCell_PCI,Neighbor1_RSRP,Neighbor1_RSRQ,Neighbor1_PCI,Neighbor1_IS_MOD3,SINR
-65,-12,248,-75,-22,247,0,16.9
-65,-12,248,-69,-20,247,0,17.6
-61,-15,248,-70,-21,247,0,20.1
-63,-12,248,-74,-23,301,0,12.5
-63,-14,248,-73,-22,246,0,18.3
-63,-13,248,-70,-17,247,0,21.6
-61,-12,248,-71,-22,247,0,15.9
-62,-11,248,-70,-17,247,0,11.4
-63,-13,248,-65,-16,246,0,10.2
-66,-9,247,-76,-17,248,0,4.1
-66,-9,247,-79,-20,248,0,5.5
-64,-8,247,-78,-16,248,0,7.2
-59,-12,76,-69,-24,247,0,15
-56,-12,76,-70,-22,247,0,23.9
-57,-11,76,-79,-26,247,0,22.5
-66,-11,76,-82,-23,247,0,15.9
-70,-10,76,-81,-18,247,0,9.6
-67,-11,76,-80,-22,247,0,11.2
-64,-12,76,-76,-25,247,0,14.5
-66,-8,8,-72,-17,76,0,8.4
-66,-8,8,-74,-18,76,0,6.6
-65,-8,8,-73,-17,76,0,8.3
-64,-8,8,-76,-21,76,0,6.3
-64,-8,8,-72,-17,76,0,7.1
-64,-8,8,-78,-22,76,0,7.9
-63,-6,8,-74,-20,76,0,17.9
-63,-7,8,-78,-23,76,0,17.5
-63,-7,8,-77,-22,76,0,16.1
-62,-7,8,-76,-22,76,0,12.6
-62,-7,8,-76,-21,76,0,16
-62,-7,8,-78,-23,76,0,16.3
-63,-7,8,-78,-23,76,0,16.5
-61,-6,8,-77,-23,76,0,18.2
-59,-7,8,-74,-24,76,0,19.8
-59,-6,8,-72,-23,76,0,18.9
-57,-6,8,-73,-23,76,0,21.5
-56,-7,8,-72,-24,76,0,19.1
-56,-6,8,-75,-24,76,0,20.1
-57,-6,8,-72,-22,76,0,21
-57,-6,8,-73,-23,76,0,22.9
-58,-6,8,-72,-23,76,0,21.9
-59,-8,7,-61,-11,6,0,9.9
-61,-8,7,-71,-17,6,0,10.9
-68,-6,270,-88,-25,106,0,15.9
-66,-5,270,-89,-27,106,0,17.3
-66,-5,270,-89,-26,106,0,17.5
-66,-5,270,-86,-25,106,0,17.8
-65,-5,270,-85,-24,106,0,21.6
-64,-5,270,-87,-28,272,0,22.7
-65,-5,270,-88,-26,106,0,22.2
-66,-5,270,-84,-23,106,0,21.9
-65,-5,270,-84,-24,76,0,20.4
-64,-5,270,-86,-27,106,0,23
-63,-5,270,-80,-24,272,0,23.4
-63,-5,270,-86,-26,106,0,23.6
-63,-5,270,-84,-28,272,0,23.8
-61,-5,270,-83,-28,272,0,23.8
-60,-5,270,-78,-24,272,0,24.5
-61,-5,270,-81,-27,272,0,23.7
-60,-5,270,-80,-25,76,0,23.7
-60,-5,270,-73,-20,272,0,21.7
-61,-5,270,-75,-20,272,0,22.1
-62,-5,270,-85,-28,287,0,21.8
-63,-5,270,-82,-28,287,0,21.6
-66,-8,270,-70,-13,271,0,12.1
-63,-7,270,-65,-8,271,0,13.9
-70,-12,271,-76,-22,272,0,5.9
-66,-7,271,-79,-18,270,0,13.5
-64,-6,271,-77,-18,272,0,17.3
-63,-6,271,-80,-23,272,0,18.2
-63,-6,271,-76,-20,272,0,17.8
-63,-6,271,-81,-26,272,0,17.9
-64,-6,271,-82,-24,272,0,14.8
-63,-6,271,-74,-18,118,0,13
-62,-6,271,-70,-15,272,0,17.7
-62,-6,271,-70,-15,272,0,18.3
-62,-6,271,-74,-19,272,0,19.1
-63,-6,271,-78,-20,272,0,18.8
-64,-6,271,-75,-18,272,0,18.9
-65,-6,271,-72,-16,272,0,18.7
-66,-6,271,-75,-13,272,0,19
-68,-6,271,-76,-14,272,0,17.5
-71,-6,271,-83,-14,272,0,15.1
-71,-6,271,-80,-15,272,0,15.1
-71,-6,271,-80,-14,272,0,15
-74,-6,271,-82,-14,272,0,13.5
-73,-6,271,-80,-15,272,0,14.5
-71,-6,271,-77,-14,272,0,15.2
-71,-6,271,-81,-17,272,0,14.9
-71,-6,271,-80,-14,272,0,14.7
-72,-6,271,-82,-17,272,0,13.2
-71,-7,271,-78,-15,272,0,11.9
-70,-6,271,-77,-15,272,0,14.6
-72,-6,271,-76,-12,272,0,14.6
-73,-6,271,-91,-22,224,0,14.1
-75,-7,271,-82,-15,272,0,12.2
-76,-7,271,-91,-18,272,0,12.2
-72,-6,271,-74,-13,272,0,13.6
-72,-6,271,-80,-15,272,0,14.6
-74,-6,271,-90,-21,272,0,14.2
-83,-8,271,-97,-22,272,0,8.1
-87,-10,271,-90,-15,119,0,3.5
-81,-10,207,-72,-8,296,0,7.2
-74,-9,296,-79,-13,207,0,9.9
-76,-9,296,-79,-11,207,0,7.9
-72,-6,207,-90,-26,208,0,16.3
-69,-5,207,-85,-21,209,0,18.4
-67,-6,207,-78,-24,209,0,20.7
-66,-6,207,-85,-27,209,0,20.3
-64,-5,207,-83,-26,209,0,22.6
-65,-5,207,-75,-22,209,0,21.2
-68,-6,207,-76,-21,209,0,18
-75,-8,209,-80,-16,207,0,8.5
-74,-9,209,-75,-11,207,0,8.1
-74,-8,209,-73,-13,207,0,8.9
-72,-8,209,-71,-14,207,0,9.3
-73,-8,209,-72,-17,207,0,9.4
-70,-7,209,-72,-14,207,0,10.9
-72,-8,209,-73,-15,207,0,9.4
-71,-9,209,-72,-14,207,0,9.1
-71,-9,209,-73,-15,207,0,9.2
-72,-8,209,-72,-13,207,0,9.3
-71,-8,209,-72,-15,207,0,9.9
-70,-8,209,-72,-15,207,0,10
-70,-7,209,-74,-16,207,0,11.1
-73,-8,209,-74,-15,207,0,9.5
-74,-8,209,-74,-12,207,0,9.7
-72,-8,209,-72,-15,207,0,10.6
-70,-8,209,-73,-11,207,0,10.3
-71,-7,209,-72,-14,207,0,10.9
-72,-8,209,-73,-12,207,0,9.9
-70,-8,209,-71,-15,207,0,9.6
-70,-8,209,-72,-12,207,0,9.6
-71,-8,209,-71,-14,207,0,9
-71,-8,209,-72,-12,207,0,9.2
-74,-8,209,-72,-15,207,0,9.3
-71,-8,209,-74,-12,207,0,9.8
-70,-7,209,-73,-13,207,0,10.6
-71,-7,209,-73,-13,207,0,11.5
-71,-7,209,-73,-13,207,0,11.7
-70,-7,209,-74,-13,207,0,12.4
-70,-7,209,-73,-14,207,0,13.7
-70,-7,209,-75,-14,207,0,12.7
-71,-7,209,-73,-10,207,0,12.3
-69,-7,209,-76,-18,207,0,12.3
-71,-8,209,-74,-11,207,0,10.8
-72,-9,209,-77,-12,207,0,6.8
-73,-9,209,-73,-12,207,0,7.5
-73,-10,209,-73,-10,207,0,6.3
-74,-9,209,-75,-12,207,0,7.2
-73,-9,209,-78,-14,207,0,7.8
-74,-8,209,-74,-10,207,0,6.8
-74,-9,209,-74,-10,207,0,5.8
-75,-9,209,-79,-12,207,0,5.8
-76,-10,209,-74,-7,207,0,6.3
-80,-11,209,-72,-8,207,0,4.2
-74,-8,207,-77,-13,209,0,9.4
-77,-13,207,-83,-18,209,0,2.3
-70,-12,225,-78,-19,295,0,14.1
-71,-12,225,-82,-22,295,0,13.5
-74,-12,225,-80,-13,295,0,10
-83,-11,163,-90,-14,226,0,1.3
-74,-9,226,-90,-24,225,0,4.6
-70,-9,226,-76,-13,225,0,7.8
-71,-9,226,-80,-21,225,0,7.2
-71,-8,226,-84,-18,225,0,6.9
-75,-9,226,-85,-18,225,0,5.9
-78,-9,226,-87,-21,225,0,5.1
-78,-9,226,-89,-17,225,0,4.5
-67,-6,162,-75,-15,163,0,14.5
-84,-12,226,-99,-25,295,0,13.7
-84,-10,226,-101,-20,295,0,10.2
-83,-9,226,-104,-25,225,0,11.3
-85,-9,226,-94,-22,225,0,10.3
-86,-8,226,-104,-21,253,0,8.8
-87,-9,226,-101,-23,56,0,10.2
-86,-9,226,-99,-23,56,0,11.6
-84,-7,226,-101,-24,185,0,11.1
-83,-7,226,-95,-19,185,0,13.7
-83,-7,226,-90,-22,276,0,14.4
-80,-7,226,-94,-24,59,0,14.3
-69,-7,226,-90,-26,185,0,21.1
-67,-7,226,-85,-25,185,0,22.5
-75,-7,226,-88,-22,253,0,19.6
-76,-8,226,-91,-26,225,0,19
-78,-7,226,-97,-21,227,0,16.7
-76,-9,226,-95,-24,227,0,14.9
-73,-9,226,-83,-13,227,0,14.7
-70,-8,226,-86,-26,227,0,17.8
-70,-9,226,-84,-21,227,0,19.7
-68,-11,226,-80,-22,227,0,17.6
-65,-6,226,-75,-16,227,0,21.5
-68,-7,226,-81,-23,227,0,19.8
-76,-8,226,-90,-20,227,0,15.2
-78,-7,226,-87,-18,227,0,15.2
-73,-7,226,-80,-19,227,0,15.1
-73,-11,226,-85,-21,227,0,16.3
-85,-13,253,-93,-23,237,0,8
-90,-9,253,-98,-20,227,0,8.1
-89,-10,253,-98,-20,227,0,7.2
-97,-17,66,-92,-13,101,0,-5.8
-98,-16,66,-97,-15,101,0,-5.4
-92,-11,66,-101,-22,101,0,-0.1
-87,-13,66,-90,-13,101,0,-1.5
-89,-13,66,-88,-14,101,0,-2.7
-88,-12,66,-91,-13,101,0,-1
-88,-13,66,-92,-15,101,0,-1.4
-92,-14,101,-95,-14,66,0,4.8
-88,-11,66,-109,-19,101,0,2
-92,-11,66,-92,-10,101,0,2.5
-91,-10,66,-99,-15,101,0,4.8
-91,-9,66,-93,-9,101,0,4.6
-91,-10,66,-99,-13,101,0,1.6
-93,-9,66,-100,-19,101,0,3.7
-91,-9,66,-97,-17,101,0,5.6
-93,-9,66,-91,-11,101,0,5.7
-92,-13,66,-101,-19,101,0,-1.8
-88,-11,101,-98,-22,66,0,10.3
-81,-11,101,-90,-21,66,0,18.6
-77,-11,101,-91,-21,66,0,20.1
-81,-11,101,-93,-19,66,0,18.6
-81,-12,101,-90,-22,99,0,17.4
-81,-12,101,-93,-21,99,0,17.3
-82,-11,101,-98,-20,99,0,15.3
-81,-12,101,-89,-20,99,0,17
-81,-9,101,-88,-16,99,0,14.5
-81,-7,101,-87,-14,99,0,13.7
-79,-9,101,-85,-13,99,0,13.2
-78,-10,101,-83,-19,99,0,13.5
-78,-9,101,-86,-12,99,0,13.2
-77,-9,101,-79,-8,99,0,9.8
-76,-12,101,-76,-8,99,0,7.2
-75,-10,99,-76,-11,101,0,8.9
-70,-7,99,-73,-11,101,0,14.9
-73,-11,99,-77,-15,101,0,5.1
-74,-9,99,-80,-13,101,0,12.8
-73,-7,99,-80,-16,101,0,8.1
-72,-10,99,-82,-18,101,0,11.3
-74,-12,99,-80,-14,101,0,6.6
-71,-12,99,-78,-17,101,0,18.1
-69,-12,99,-78,-19,101,0,11.5
-67,-12,99,-77,-23,100,0,18.2
-69,-12,99,-78,-23,206,0,16.8
-67,-12,99,-78,-22,206,0,17.7
-71,-11,99,-81,-19,101,0,8.5
-70,-10,99,-77,-22,100,0,8.3
-68,-8,99,-82,-23,100,0,9.2
-67,-7,99,-75,-19,100,0,11.2
-65,-7,99,-83,-24,100,0,15.5
-64,-6,99,-84,-27,35,0,16.1
-65,-7,99,-80,-23,35,0,17.1
-67,-8,99,-79,-17,35,0,15.4
-64,-7,99,-79,-18,35,0,18
-64,-12,99,-75,-22,35,0,15.1
-63,-12,99,-72,-21,35,0,12.5
-65,-12,99,-73,-22,35,0,15.8
-66,-12,99,-74,-21,35,0,15.6
-68,-11,99,-76,-22,35,0,14.4
-67,-6,99,-86,-25,35,0,15.1
-65,-6,99,-85,-25,35,0,14.9
-66,-7,99,-80,-19,35,0,12.7
-69,-6,99,-83,-22,35,0,12.2
-69,-8,99,-83,-21,35,0,11.3
-70,-8,99,-80,-18,35,0,9.4
-64,-6,99,-79,-23,35,0,13.1
-68,-6,99,-76,-16,35,0,12.5
-73,-7,99,-82,-24,35,0,11.7
-77,-13,99,-85,-16,35,0,4.4
-82,-15,99,-92,-25,35,0,3
-84,-16,99,-83,-14,35,0,-0.9
-80,-9,35,-86,-17,99,0,6
-85,-13,35,-90,-19,99,0,-0.5
-69,-8,35,-75,-18,34,0,5
-75,-11,35,-75,-11,99,0,1.7
-73,-12,99,-77,-14,35,0,3.6
-67,-12,204,-72,-16,206,0,8.4
-61,-10,204,-68,-22,206,0,12.4
-58,-8,204,-69,-19,206,0,15.5
-57,-10,204,-67,-17,206,0,15.9
-56,-11,204,-70,-20,206,0,17.7
-64,-8,204,-85,-19,34,0,12.8
-76,-11,204,-82,-16,34,0,5.3
-86,-16,204,-89,-18,32,0,-1.8
-84,-15,204,-90,-23,309,0,-0.5
-82,-14,204,-88,-22,190,0,1.7
-82,-13,204,-91,-23,32,0,3.9
-83,-15,204,-77,-14,25,0,-1.2
-73,-10,25,-80,-18,204,0,6
-70,-8,25,-83,-20,204,0,7.4
-66,-7,25,-83,-21,204,0,11.3
-66,-7,25,-87,-23,204,0,12
-71,-8,25,-81,-15,204,0,8
-68,-9,25,-77,-22,204,0,9.7
-66,-6,25,-83,-20,204,0,12
-66,-6,25,-75,-22,204,0,11.2
-67,-8,25,-80,-23,204,0,11.7
-68,-6,25,-81,-18,204,0,11.6
-67,-6,25,-82,-14,204,0,11.7
-67,-6,25,-82,-17,204,0,10.8
-68,-7,25,-78,-20,204,0,9.6
-68,-13,25,-77,-19,204,0,10.2
-68,-13,25,-76,-18,204,0,10.8
-68,-13,25,-75,-19,204,0,10.1
-67,-7,25,-82,-22,204,0,10.4
-67,-7,25,-73,-23,204,0,10.3
-67,-6,25,-78,-22,204,0,11.3
-68,-6,25,-81,-21,204,0,11.2
-67,-7,25,-78,-20,204,0,11.4
-68,-8,25,-79,-23,204,0,10.3
-67,-6,25,-79,-22,204,0,10.7
-66,-6,25,-84,-16,204,0,12
-67,-6,25,-84,-15,204,0,12.4
-66,-6,25,-82,-23,204,0,12.6
-67,-6,25,-86,-15,204,0,12.1
-67,-6,25,-80,-23,204,0,12.1
-67,-7,25,-76,-21,204,0,11
-68,-7,25,-76,-24,204,0,10.1
-67,-6,25,-80,-21,204,0,10.7
-69,-7,25,-81,-23,204,0,9.7
-69,-7,25,-77,-22,204,0,9.6
-69,-7,25,-76,-24,204,0,9.9
-68,-7,25,-83,-20,204,0,9.6
-69,-7,25,-79,-24,204,0,10.2
-68,-8,25,-78,-24,204,0,10.4
-68,-13,25,-77,-24,204,0,10.4
-69,-9,25,-80,-23,204,0,9.1
-70,-8,25,-80,-23,204,0,8.2
-68,-7,25,-79,-18,204,0,9.8
-69,-11,25,-81,-24,204,0,9
-68,-7,25,-81,-20,204,0,9.2
-69,-7,25,-76,-23,204,0,8.7
-67,-7,25,-76,-23,204,0,9.5
-67,-7,25,-76,-24,204,0,9.8
-68,-7,25,-75,-23,204,0,8.8
-68,-7,25,-79,-24,204,0,9.3
-68,-7,25,-77,-24,204,0,10
-68,-7,25,-78,-23,204,0,9.6
-68,-7,25,-83,-15,204,0,10.7
-67,-8,25,-76,-23,204,0,9.9
-68,-9,25,-83,-19,204,0,9.1
-67,-6,25,-80,-22,204,0,11.2
-68,-6,25,-77,-21,204,0,10.4
-69,-7,25,-84,-18,204,0,10
-69,-6,25,-79,-25,204,0,10.9
-69,-7,25,-77,-21,204,0,9.5
-69,-7,25,-82,-24,204,0,9.2
-69,-7,25,-78,-24,204,0,9.6
-69,-7,25,-84,-14,204,0,9.8
-69,-7,25,-81,-18,204,0,9.7
-69,-6,25,-82,-18,204,0,10.4
-69,-7,25,-83,-16,204,0,11.1
-69,-12,25,-84,-19,204,0,11.8
-69,-12,25,-81,-24,204,0,13.9
-71,-12,25,-84,-16,204,0,12.7
-71,-12,25,-81,-20,204,0,10.4
-73,-12,25,-83,-23,204,0,10.2
-75,-12,25,-84,-19,204,0,9.6
-74,-12,25,-84,-17,204,0,12.2
-72,-12,25,-83,-20,204,0,13.2
-72,-13,25,-82,-22,204,0,9.7
-72,-9,25,-86,-12,204,0,12.7
-71,-10,25,-80,-23,204,0,14.3
-72,-12,25,-84,-19,204,0,12.9
-72,-11,25,-81,-20,204,0,11
-73,-7,25,-86,-14,204,0,12.7
-73,-7,25,-83,-21,204,0,11.7
-73,-7,25,-85,-14,204,0,11.1
-73,-13,25,-85,-17,204,0,13.2
-72,-9,25,-87,-16,204,0,12.7
-73,-7,25,-86,-15,204,0,9.9
-73,-7,25,-87,-11,204,0,9.4
-74,-6,25,-84,-21,204,0,12.5
-74,-7,25,-85,-16,204,0,12.1
-74,-8,25,-86,-15,204,0,7.3
-74,-8,25,-81,-20,204,0,7.4
-73,-7,25,-86,-15,204,0,8.5
-74,-7,25,-86,-12,204,0,9
-72,-7,25,-85,-14,204,0,9
-72,-7,25,-86,-19,204,0,10
-72,-7,25,-82,-15,204,0,9.8
-71,-6,25,-86,-14,204,0,11.7
-70,-7,25,-86,-16,204,0,10.8
-72,-7,25,-86,-14,204,0,10.2
-71,-15,25,-80,-22,204,0,9.5
-69,-12,25,-78,-22,204,0,11.9
-70,-6,25,-86,-14,204,0,10.2
-70,-6,25,-86,-14,204,0,11.6
-70,-6,25,-87,-14,204,0,10.7
-71,-7,25,-86,-12,204,0,9.9
-71,-6,25,-85,-19,204,0,10.7
-70,-6,25,-86,-14,204,0,14.8
-73,-6,25,-87,-16,204,0,13.2
-70,-15,25,-85,-17,204,0,10.5
-71,-12,25,-84,-22,204,0,11.1
-71,-13,25,-81,-19,204,0,13.6
-70,-6,25,-82,-18,204,0,13.4
-71,-8,25,-86,-20,204,0,10.5
-71,-7,25,-86,-18,204,0,9.8
-70,-6,25,-85,-22,204,0,11.1
-70,-6,25,-83,-19,204,0,11.6
-70,-6,25,-87,-14,204,0,11.4
-70,-7,25,-86,-18,204,0,9.8
-71,-7,25,-85,-14,204,0,9.9
-70,-6,25,-85,-22,204,0,11.9
-74,-7,25,-84,-18,30,0,9.5
-73,-7,25,-88,-20,30,0,10.4
-74,-12,25,-82,-15,30,0,7.6
-72,-13,25,-76,-21,30,0,8.4
-69,-13,25,-76,-18,30,0,11.1
-71,-13,25,-68,-14,30,0,7
-65,-9,25,-66,-11,30,0,6.8
-67,-9,25,-67,-12,30,0,6.8
-72,-9,25,-76,-9,30,0,7.9
-91,-15,25,-95,-18,156,0,0.2
-95,-15,156,-96,-16,99,1,-4.8
-94,-15,156,-96,-16,99,1,-3.7
-94,-14,156,-96,-17,99,1,-3.8
-96,-15,156,-99,-17,99,1,-4.4
-93,-13,156,-97,-15,99,0,-2.8
-94,-14,156,-95,-13,99,1,-3.6
-100,-18,156,-94,-15,99,1,-7.4
-98,-16,156,-96,-14,99,1,-7.1
-93,-13,156,-95,-16,99,1,-2.5
-95,-14,156,-95,-15,99,1,-3
-95,-14,156,-92,-15,99,1,-3.5
-93,-13,156,-92,-13,99,1,-2.5
-99,-18,156,-96,-15,99,1,-8.1
-97,-16,156,-96,-15,99,1,-6.9
-96,-15,156,-94,-14,99,1,-4.7
-92,-13,156,-92,-12,99,1,-2.9
-94,-14,156,-96,-15,99,1,-4
-94,-14,156,-93,-14,99,1,-4.1
-95,-15,156,-94,-13,99,1,-5
-97,-18,156,-93,-15,99,1,-7.2
-93,-13,156,-94,-15,99,1,-2.7
-93,-14,156,-92,-15,99,1,-3.5
-94,-14,156,-93,-14,99,1,-4.3
-93,-13,156,-93,-13,99,1,-3.2
-93,-13,156,-91,-13,99,1,-3
-93,-13,156,-96,-17,99,1,-3.3
-93,-13,156,-90,-11,99,1,-4.1
-93,-14,156,-95,-16,99,1,-4.5
-90,-11,156,-92,-13,99,1,0
-90,-11,156,-94,-14,99,0,0.5
-94,-12,156,-99,-18,99,0,-0.9
-95,-14,156,-92,-12,99,1,-3.7
-96,-15,156,-93,-11,99,1,-4.4
-95,-14,156,-89,-10,99,1,-3.9
-97,-17,156,-93,-11,99,1,-5.8
-98,-16,156,-92,-11,99,1,-6.5
-99,-16,156,-93,-10,99,1,-6.5
-91,-9,156,-97,-19,99,0,2.9
-89,-8,156,-96,-17,99,0,4.7
-87,-8,156,-97,-15,99,0,6.5
-85,-7,156,-98,-20,99,0,7.4
-83,-6,156,-95,-21,99,0,10.2
-82,-7,156,-94,-21,99,0,9.7
-79,-6,156,-90,-21,99,0,12.6
-76,-6,156,-89,-19,99,0,13.9
-77,-6,156,-94,-24,191,0,11.3
-78,-6,156,-98,-21,25,0,12.4
-82,-7,156,-96,-18,99,0,10.2
-85,-8,156,-92,-13,99,0,5.1
-85,-8,156,-92,-16,99,0,4.3
-84,-7,156,-95,-20,99,0,7.1
-85,-8,156,-99,-18,99,0,6.3
-78,-6,156,-89,-24,157,0,11.1
-67,-5,156,-87,-21,157,0,14.1
-74,-6,156,-88,-25,157,0,14
-83,-7,156,-98,-17,265,0,7.8
-81,-9,156,-90,-16,265,0,3.3
-86,-12,156,-90,-16,264,0,-0.3
-68,-11,264,-80,-18,265,0,15.1
-66,-11,264,-73,-18,265,0,16.5
-66,-9,264,-79,-20,265,0,14.3
-63,-8,264,-79,-20,231,0,13.7
-73,-13,264,-83,-20,231,0,4.6
-75,-14,264,-79,-18,231,0,0.4
-71,-13,264,-84,-18,231,0,8.5
-75,-13,264,-85,-24,231,0,7.1
-77,-12,264,-81,-18,231,0,5.2
-78,-15,264,-80,-15,231,1,0
-74,-13,231,-77,-18,264,1,4.5
-69,-13,231,-76,-21,264,0,7.9
-71,-7,231,-77,-21,74,0,8.7
-72,-11,231,-82,-20,74,0,3.2
-69,-7,231,-87,-25,233,0,10.5
-67,-6,231,-83,-24,233,0,13.5
-67,-6,231,-88,-17,264,0,14
-72,-7,231,-83,-19,143,0,9.8
-72,-10,231,-79,-23,264,0,9.5
-72,-12,231,-87,-24,143,0,9.9
-73,-12,231,-82,-21,143,0,10.8
-79,-13,231,-77,-17,232,0,0
-78,-14,231,-78,-17,232,0,2.3
-76,-13,231,-75,-11,232,0,2.4
-84,-10,143,-93,-19,231,0,4
-77,-13,143,-86,-18,236,0,6
-77,-13,143,-84,-18,236,0,5
-77,-14,143,-83,-18,236,0,6.5
-82,-14,143,-83,-12,236,1,0.9
-79,-14,143,-83,-16,236,0,2.4
-73,-13,143,-85,-20,142,0,10.1
-73,-13,143,-82,-24,142,0,10.3
-69,-10,143,-81,-20,142,0,13
-68,-9,143,-76,-22,142,0,14.2
-66,-11,143,-77,-20,142,0,15.4
-72,-11,143,-82,-19,142,0,9.9
-71,-13,143,-77,-14,142,0,9.2
-74,-12,143,-80,-19,142,0,7.8
-70,-9,143,-84,-22,236,0,12
-71,-11,143,-80,-20,142,0,11
-73,-12,143,-78,-19,142,0,8.9
-74,-11,143,-84,-17,142,0,7.3
-73,-13,143,-85,-23,142,0,8
-76,-10,143,-89,-19,236,0,6.5
-72,-13,143,-81,-20,142,0,9.8
-72,-12,143,-81,-22,142,0,10.8
-70,-12,143,-76,-18,142,0,11.6
-70,-13,143,-80,-15,142,0,12.6
-70,-7,143,-88,-25,12,0,12.8
-69,-10,143,-75,-18,142,0,12.6
-73,-13,143,-76,-17,142,0,9.8
-72,-13,143,-80,-23,142,0,9.8
-76,-10,143,-86,-17,236,0,8.4
-78,-15,142,-81,-17,236,0,-2.6
-76,-14,142,-79,-16,143,0,-2.7
-77,-15,142,-78,-15,143,0,-4
-70,-13,143,-75,-18,142,0,11.9
-65,-6,143,-78,-20,236,0,14.3
-80,-13,143,-92,-25,236,0,4.3
-80,-10,236,-89,-17,235,0,3
-77,-10,236,-83,-15,235,0,3.7
-79,-10,236,-86,-17,235,0,2.2
-78,-10,236,-85,-16,235,0,3.1
-76,-11,236,-80,-14,235,0,7.9
-75,-12,236,-79,-20,235,0,7.3
-72,-13,236,-75,-17,235,0,5
-70,-12,236,-77,-14,235,0,12.7
-72,-13,236,-76,-18,235,0,7.4
-73,-12,236,-80,-20,235,0,11
-74,-12,236,-79,-17,235,0,11.3
-70,-11,236,-77,-16,235,0,12.5
-70,-11,236,-76,-13,235,0,13
-73,-12,236,-78,-11,235,0,11.3
-74,-13,236,-80,-16,235,0,10.2
-75,-13,236,-80,-13,235,0,10.1
-75,-12,236,-82,-17,235,0,9.6
-76,-12,236,-79,-13,235,0,9.8
-75,-11,236,-80,-15,235,0,10.1
-75,-11,236,-80,-16,235,0,10.4
-75,-12,236,-79,-17,235,0,10.1
-75,-11,236,-79,-14,235,0,10.1
-75,-10,236,-79,-13,235,0,10.2
-75,-10,236,-79,-13,235,0,10.5
-75,-10,236,-78,-12,235,0,10.1
-75,-11,236,-78,-13,235,0,10.6
-75,-11,236,-79,-13,235,0,11.7
-75,-11,236,-78,-13,235,0,11.1
-75,-11,236,-79,-15,235,0,11.1
-75,-12,236,-79,-15,235,0,10.4
-75,-7,236,-79,-12,235,0,10.3
-75,-8,236,-79,-13,235,0,11.6
-75,-8,236,-79,-12,235,0,11.6
-76,-8,236,-80,-11,235,0,11.2
-75,-8,236,-77,-11,235,0,10.6
-75,-7,236,-80,-14,235,0,11.7
-75,-8,236,-78,-12,235,0,11.7
-74,-8,236,-77,-14,235,0,11.2
-73,-12,236,-79,-18,235,0,13.1
-73,-12,236,-80,-17,235,0,13.7
-73,-7,236,-76,-11,235,0,11.6
-74,-7,236,-82,-13,235,0,10.4
-74,-7,236,-83,-14,235,0,11.2
-74,-7,236,-83,-10,235,0,12
-74,-8,236,-80,-14,235,0,10.9
-74,-9,236,-78,-10,235,0,8.6
-73,-9,236,-76,-11,235,0,5.8
-74,-10,236,-76,-9,235,0,3.8
-74,-9,235,-77,-14,236,0,6.9
-68,-7,235,-74,-16,236,0,12.3
-66,-6,235,-73,-14,236,0,10.4
-65,-7,235,-71,-17,236,0,13.9
-62,-6,235,-68,-16,236,0,14.4
-60,-6,235,-70,-17,236,0,16.2
-54,-5,235,-72,-26,236,0,22
-53,-5,235,-70,-25,236,0,24.8
-56,-5,235,-74,-21,234,0,22.1
-64,-6,235,-77,-20,234,0,14.2
-67,-7,235,-78,-12,11,0,9.3
-70,-6,10,-85,-13,11,0,11.5
-79,-8,10,-97,-19,12,0,7.3
-79,-8,10,-93,-25,27,0,7.8
-73,-7,10,-92,-24,12,0,9.5
-71,-6,10,-88,-26,78,0,11.6
-70,-6,10,-86,-25,78,0,15.3
-72,-7,10,-82,-18,78,0,8.2
-74,-13,28,-73,-14,27,0,5.4
-71,-12,28,-74,-15,27,0,8.7
-71,-12,28,-74,-15,27,0,9.4
-73,-12,28,-78,-12,27,0,9.8
-73,-13,28,-84,-16,27,0,8.5
-81,-13,12,-85,-15,200,0,1.7
-80,-11,12,-85,-13,200,0,3.7
-70,-8,12,-78,-16,200,0,9.4
-68,-9,12,-76,-17,200,0,9.1
-69,-10,12,-74,-16,200,0,7.6
-70,-12,12,-71,-15,200,0,7.9
-68,-11,12,-73,-19,200,0,8.1
-69,-9,12,-75,-16,200,0,6.5
-70,-14,12,-70,-14,200,0,1.3
-55,-12,13,-70,-25,14,0,1.8
-79,-10,13,-82,-9,14,0,4.3
-82,-16,168,-86,-17,169,0,-3
-83,-13,129,-96,-22,13,0,2.1
-96,-17,41,-95,-14,130,0,-4.8
-78,-10,129,-83,-15,241,0,4.8
-78,-12,129,-88,-23,107,0,4.6
-78,-9,129,-90,-21,171,0,5.4
-78,-10,129,-89,-20,171,0,4.9
-78,-13,129,-84,-21,130,0,5.2
-72,-8,130,-86,-24,114,0,7.2
-69,-6,130,-93,-24,114,0,14.9
-82,-15,114,-85,-18,115,0,-2.6
-75,-13,171,-81,-23,130,0,5.4
-69,-12,171,-89,-24,115,0,7.9
-82,-12,114,-85,-13,115,0,-0.8
-82,-12,114,-85,-14,115,0,-0.7
-83,-15,114,-86,-14,115,0,-1.1
-85,-14,114,-92,-18,115,0,-0.1
-86,-14,114,-90,-17,115,0,-0.3
-87,-15,114,-93,-21,115,0,-1.3
-88,-13,114,-86,-12,115,0,-1.4
-87,-12,114,-88,-13,115,0,-1.5
